cddept,inseecommuneprinc,nomcommuneprinc
025,25001,ABBANS-DESSOUS
025,25002,ABBANS-DESSUS
025,25003,ABBENANS
025,25004,ABBEVILLERS
025,25005,ACCOLANS
025,25006,ADAM-LES-PASSAVANT
025,25007,ADAM-LES-VERCEL
025,25008,AIBRE
025,25009,AISSEY
025,25011,ALLENJOIE
025,25012,ALLIES (LES)
025,25013,ALLONDANS
025,25014,AMAGNEY
025,25015,AMANCEY
025,25016,AMATHAY-VESIGNEUX
025,25017,AMONDANS
025,25018,ANTEUIL
025,25019,APPENANS
025,25020,ARBOUANS
025,25021,ARC-ET-SENANS
025,25022,ARCEY
025,25024,ARCON
025,25025,ARC-SOUS-CICON
025,25026,ARC-SOUS-MONTENOT
025,25029,AUBONNE
025,25030,AUDEUX
025,25031,AUDINCOURT
025,25032,AUTECHAUX
025,25033,AUTECHAUX-ROIDE
025,25035,AUXONS (LES)
025,25036,AVANNE-AVENEY
025,25038,AVILLEY
025,25039,AVOUDREY
025,25040,BADEVEL
025,25041,BANNANS
025,25042,BARBOUX (LE)
025,25043,BART
025,25044,BARTHERANS
025,25045,BATTENANS-LES-MINES
025,25046,BATTENANS-VARIN
025,25047,BAUME-LES-DAMES
025,25048,BAVANS
025,25049,BELFAYS
025,25050,BELIEU (LE)
025,25051,BELLEHERBE
025,25052,BELMONT
025,25053,BELVOIR
025,25054,BERCHE
025,25055,BERTHELANGE
025,25056,BESANCON
025,25057,BETHONCOURT
025,25058,BEURE
025,25059,BEUTAL
025,25060,VAL-D'USIERS
025,25061,BIEF
025,25062,BIZOT (LE)
025,25063,BLAMONT
025,25065,BLARIANS
025,25067,BLUSSANS
025,25070,BOLANDOZ
025,25071,BONDEVAL
025,25072,BONNAL
025,25073,BONNAY
025,25074,BONNETAGE
025,25075,BONNEVAUX
025,25077,BOSSE (LA)
025,25078,BOUCLANS
025,25079,BOUJAILLES
025,25082,BOURGUIGNON
025,25083,BOURNOIS
025,25084,BOUSSIERES
025,25085,BOUVERANS
025,25086,BRAILLANS
025,25087,BRANNE
025,25088,BRECONCHAUX
025,25089,BREMONDANS
025,25090,BRERES
025,25091,BRESEUX (LES)
025,25093,BRETIGNEY
025,25094,BRETIGNEY-NOTRE-DAME
025,25095,BRETONVILLERS
025,25096,BREY-ET-MAISON-DU-BOIS
025,25097,BROGNARD
025,25098,BUFFARD
025,25099,BUGNY
025,25100,BULLE
025,25101,BURGILLE
025,25102,BURNEVILLERS
025,25103,BUSY
025,25104,BY
025,25105,BYANS-SUR-DOUBS
025,25106,CADEMENE
025,25107,CENDREY
025,25108,CERNAY-L'EGLISE
025,25109,CESSEY
025,25110,CHAFFOIS
025,25111,CHALEZE
025,25112,CHALEZEULE
025,25113,CHAMESEY
025,25114,CHAMESOL
025,25115,CHAMPAGNEY
025,25116,CHAMPLIVE
025,25117,CHAMPOUX
025,25119,CHAMPVANS-LES-MOULINS
025,25120,CHANTRANS
025,25121,CHAPELLE-DES-BOIS
025,25122,CHAPELLE-D'HUIN
025,25124,CHARMAUVILLERS
025,25125,CHARMOILLE
025,25126,CHARNAY
025,25127,CHARQUEMONT
025,25129,CHASSAGNE-SAINT-DENIS
025,25130,CHATEAUVIEUX-LES-FOSSES
025,25131,CHATELBLANC
025,25132,CHATILLON-GUYOTTE
025,25133,CHATILLON-LE-DUC
025,25136,CHAUCENNE
025,25138,TERRES-DE-CHAUX (LES)
025,25139,CHAUX (LA)
025,25141,CHAUX-LES-PASSAVANT
025,25142,CHAUX-NEUVE
025,25143,CHAY
025,25145,CHAZOT
025,25147,CHEMAUDIN ET VAUX
025,25148,CHENALOTTE (LA)
025,25149,CHENECEY-BUILLON
025,25150,CHEVIGNEY-SUR-L'OGNON
025,25151,CHEVIGNEY-LES-VERCEL
025,25152,CHEVILLOTTE (LA)
025,25153,CHEVROZ
025,25154,CHOUZELOT
025,25155,CLERON
025,25156,PAYS DE CLERVAL
025,25157,CLUSE-ET-MIJOUX (LA)
025,25159,COLOMBIER-FONTAINE
