cddept,inseecommuneprinc,nomcommuneprinc
028,28001,ABONDANT
028,28003,ALLAINVILLE
028,28005,ALLUYES
028,28006,AMILLY
028,28007,ANET
028,28008,ARDELLES
028,28009,ARDELU
028,28010,ARGENVILLIERS
028,28012,VALD'YERRE
028,28013,AUNAY-SOUS-AUNEAU
028,28014,AUNAY-SOUS-CRECY
028,28015,AUNEAU-BLEURY-SAINT-SYMPHORIEN
028,28016,AUTELS-VILLEVILLON (LES)
028,28018,AUTHON-DU-PERCHE
028,28019,BAIGNEAUX
028,28021,BAILLEAU-LE-PIN
028,28022,BAILLEAU-L'EVEQUE
028,28023,BAILLEAU-ARMENONVILLE
028,28024,BARJOUVILLE
028,28026,BAUDREVILLE
028,28027,BAZOCHE-GOUET (LA)
028,28028,BAZOCHES-EN-DUNOIS
028,28029,BAZOCHES-LES-HAUTES
028,28030,BEAUCHE
028,28031,BEAUMONT-LES-AUTELS
028,28032,BEAUVILLIERS
028,28033,BELHOMERT-GUEHOUVILLE
028,28034,BERCHERES-SAINT-GERMAIN
028,28035,BERCHERES-LES-PIERRES
028,28036,BERCHERES-SUR-VESGRE
028,28037,BEROU-LA-MULOTIERE
028,28038,BETHONVILLIERS
028,28039,BEVILLE-LE-COMTE
028,28040,BILLANCELLES
028,28041,BLANDAINVILLE
028,28046,BOISSY-LES-PERCHE
028,28047,BOISVILLE-LA-SAINT-PERE
028,28048,BOURDINIERE-SAINT-LOUP (LA)
028,28049,BONCE
028,28050,BONCOURT
028,28051,BONNEVAL
028,28052,BOUGLAINVAL
028,28053,BOULLAY-LES-DEUX-EGLISES (LE)
028,28054,BOULLAY-MIVOYE (LE)
028,28055,BOULLAY-THIERRY (LE)
028,28056,BOUTIGNY-PROUAIS
028,28057,BOUVILLE
028,28058,BRECHAMPS
028,28059,BREZOLLES
028,28060,BRICONVILLE
028,28061,BROU
028,28064,BU
028,28065,BULLAINVILLE
028,28067,CERNAY
028,28068,CHALLET
028,28070,CHAMPHOL
028,28071,CHAMPROND-EN-GATINE
028,28072,CHAMPROND-EN-PERCHET
028,28073,CHAMPSERU
028,28074,CHAPELLE-D'AUNAINVILLE (LA)
028,28075,CHAPELLE-DU-NOYER (LA)
028,28076,CHAPELLE-FORAINVILLIERS (LA)
028,28078,CHAPELLE-GUILLAUME
028,28079,CHAPELLE-ROYALE
028,28080,CHARBONNIERES
028,28081,CHARONVILLE
028,28082,CHARPONT
028,28084,CHARTAINVILLIERS
028,28085,CHARTRES
028,28086,CHASSANT
028,28088,CHATEAUDUN
028,28089,CHATEAUNEUF-EN-THYMERAIS
028,28091,CHATELLIERS-NOTRE-DAME (LES)
028,28092,CHATENAY
028,28094,CHAUDON
