cddept,inseecommuneprinc,nomcommuneprinc
060,60001,ABANCOURT
060,60002,ABBECOURT
060,60003,ABBEVILLE-SAINT-LUCIEN
060,60004,ACHY
060,60005,ACY-EN-MULTIEN
060,60006,AGEUX (LES)
060,60007,AGNETZ
060,60008,AIRION
060,60009,ALLONNE
060,60010,AMBLAINVILLE
060,60011,AMY
060,60012,ANDEVILLE
060,60013,ANGICOURT
060,60014,ANGIVILLERS
060,60015,ANGY
060,60016,ANSACQ
060,60017,ANSAUVILLERS
060,60019,ANTHEUIL-PORTES
060,60020,ANTILLY
060,60021,APPILLY
060,60022,APREMONT
060,60023,ARMANCOURT
060,60024,ARSY
060,60025,ATTICHY
060,60026,AUCHY-LA-MONTAGNE
060,60027,AUGER-SAINT-VINCENT
060,60028,AUMONT-EN-HALATTE
060,60029,AUNEUIL
060,60030,AUTEUIL
060,60031,AUTHEUIL-EN-VALOIS
060,60032,AUTRECHES
060,60033,AVILLY-SAINT-LEONARD
060,60034,AVRECHY
060,60035,AVRICOURT
060,60036,AVRIGNY
060,60037,BABOEUF
060,60039,BACOUEL
060,60040,BAILLEUL-LE-SOC
060,60041,BAILLEUL-SUR-THERAIN
060,60042,BAILLEVAL
060,60043,BAILLY
060,60044,BALAGNY-SUR-THERAIN
060,60045,BARBERY
060,60046,BARGNY
060,60047,BARON
060,60048,BAUGY
060,60049,BAZANCOURT
060,60050,BAZICOURT
060,60051,BEAUDEDUIT
060,60052,BEAUGIES-SOUS-BOIS
060,60053,BEAULIEU-LES-FONTAINES
060,60054,HAUTS TALICAN (LES)
060,60055,BEAURAINS-LES-NOYON
060,60056,BEAUREPAIRE
060,60057,BEAUVAIS
060,60058,BEAUVOIR
060,60059,BEHERICOURT
060,60060,BELLE-EGLISE
060,60061,BELLOY
060,60062,BERLANCOURT
060,60063,BERNEUIL-EN-BRAY
060,60064,BERNEUIL-SUR-AISNE
060,60065,BERTHECOURT
060,60066,BETHANCOURT-EN-VALOIS
060,60067,BETHISY-SAINT-MARTIN
060,60068,BETHISY-SAINT-PIERRE
060,60069,BETZ
060,60070,BIENVILLE
060,60071,BIERMONT
060,60072,BITRY
060,60073,BLACOURT
060,60074,BLAINCOURT-LES-PRECY
060,60075,BLANCFOSSE
060,60076,BLARGIES
060,60077,BLICOURT
060,60078,BLINCOURT
060,60079,BOISSY-FRESNOY
060,60081,BONLIER
060,60082,BONNEUIL-LES-EAUX
060,60083,BONNEUIL-EN-VALOIS
060,60084,BONNIERES
060,60085,BONVILLERS
060,60086,BORAN-SUR-OISE
060,60087,BOREST
060,60088,BORNEL
060,60089,BOUBIERS
060,60090,BOUCONVILLERS
060,60091,BOUILLANCY
060,60092,BOULLARRE
060,60093,BOULOGNE-LA-GRASSE
060,60094,BOURSONNE
060,60095,BOURY-EN-VEXIN
060,60097,BOUTENCOURT
060,60098,BOUVRESSE
060,60099,BRAISNES-SUR-ARONDE
060,60100,BRASSEUSE
060,60101,BREGY
060,60102,BRENOUILLE
060,60103,BRESLES
060,60104,BRETEUIL
060,60105,BRETIGNY
060,60106,BREUIL-LE-SEC
060,60107,BREUIL-LE-VERT
060,60108,BRIOT
060,60109,BROMBOS
060,60110,BROQUIERS
060,60111,BROYES
060,60112,BRUNVILLERS-LA-MOTTE
060,60113,BUCAMPS
060,60114,BUICOURT
060,60115,BULLES
060,60116,BURY
060,60117,BUSSY
060,60118,CAISNES
060,60119,CAMBRONNE-LES-RIBECOURT
060,60120,CAMBRONNE-LES-CLERMONT
060,60121,CAMPAGNE
060,60122,CAMPEAUX
060,60123,CAMPREMY
060,60124,CANDOR
060,60125,CANLY
060,60126,CANNECTANCOURT
060,60127,CANNY-SUR-MATZ
060,60128,CANNY-SUR-THERAIN
060,60129,CARLEPONT
060,60130,CATENOY
060,60131,CATHEUX
060,60132,CATIGNY
060,60133,CATILLON-FUMECHON
060,60134,CAUFFRY
060,60135,CAUVIGNY
060,60136,CEMPUIS
060,60137,CERNOY
060,60138,CHAMANT
060,60139,CHAMBLY
060,60140,CHAMBORS
060,60141,CHANTILLY
060,60142,CHAPELLE-EN-SERVAL (LA)
060,60143,CHAUMONT-EN-VEXIN
060,60144,CHAVENCON
060,60145,CHELLES
060,60146,CHEPOIX
060,60147,CHEVINCOURT
060,60148,CHEVREVILLE
060,60149,CHEVRIERES
060,60150,CHIRY-OURSCAMP
060,60151,CHOISY-AU-BAC
060,60152,CHOISY-LA-VICTOIRE
060,60153,CHOQUEUSE-LES-BENARDS
060,60154,CINQUEUX
060,60155,CIRES-LES-MELLO
060,60156,CLAIROIX
060,60157,CLERMONT
060,60158,COIVREL
060,60159,COMPIEGNE
060,60160,CONCHY-LES-POTS
060,60161,CONTEVILLE
060,60162,CORBEIL-CERF
060,60163,CORMEILLES
060,60164,COUDRAY-SAINT-GERMER (LE)
060,60165,COUDRAY-SUR-THELLE (LE)
060,60166,COUDUN
060,60167,COULOISY
060,60168,COURCELLES-EPAYELLES
060,60169,COURCELLES-LES-GISORS
060,60170,COURTEUIL
060,60171,COURTIEUX
060,60172,COYE-LA-FORET
060,60173,CRAMOISY
060,60174,CRAPEAUMESNIL
060,60175,CREIL
060,60176,CREPY-EN-VALOIS
060,60177,CRESSONSACQ
060,60178,CREVECOEUR-LE-GRAND
060,60179,CREVECOEUR-LE-PETIT
060,60180,CRILLON
060,60181,CRISOLLES
060,60182,CROCQ (LE)
060,60183,CROISSY-SUR-CELLE
060,60184,CROUTOY
060,60185,CROUY-EN-THELLE
060,60186,CUIGNIERES
060,60187,CUIGY-EN-BRAY
060,60188,CUISE-LA-MOTTE
060,60189,CUTS
060,60190,CUVERGNON
060,60191,CUVILLY
060,60192,CUY
060,60193,DAMERAUCOURT
060,60194,DARGIES
060,60195,DELINCOURT
060,60196,DRENNE (LA)
060,60197,DIEUDONNE
060,60198,DIVES
060,60199,DOMELIERS
060,60200,DOMFRONT
060,60201,DOMPIERRE
060,60203,DUVY
060,60204,ECUVILLY
060,60205,ELENCOURT
060,60206,ELINCOURT-SAINTE-MARGUERITE
060,60207,EMEVILLE
060,60208,ENENCOURT-LEAGE
060,60209,CORNE EN VEXIN (LA)
060,60210,EPINEUSE
060,60211,ERAGNY-SUR-EPTE
060,60212,ERCUIS
060,60213,ERMENONVILLE
060,60214,ERNEMONT-BOUTAVENT
060,60215,ERQUERY
060,60216,ERQUINVILLERS
060,60217,ESCAMES
060,60218,ESCHES
060,60219,ESCLES-SAINT-PIERRE
060,60220,ESPAUBOURG
060,60221,ESQUENNOY
060,60222,ESSUILES
060,60223,ESTREES-SAINT-DENIS
060,60224,ETAVIGNY
060,60225,ETOUY
060,60226,EVE
060,60227,EVRICOURT
060,60228,FAY-LES-ETANGS
060,60229,FAYEL (LE)
060,60230,FAY-SAINT-QUENTIN (LE)
060,60231,FEIGNEUX
060,60232,FERRIERES
060,60233,FEUQUIERES
060,60234,FITZ-JAMES
060,60235,FLAVACOURT
060,60236,FLAVY-LE-MELDEUX
060,60237,FLECHY
060,60238,FLEURINES
060,60239,FLEURY
060,60240,FONTAINE-BONNELEAU
060,60241,FONTAINE-CHAALIS
060,60242,FONTAINE-LAVAGANNE
060,60243,FONTAINE-SAINT-LUCIEN
060,60244,FONTENAY-TORCY
060,60245,FORMERIE
060,60247,FOUILLEUSE
060,60248,FOUILLOY
060,60249,FOULANGUES
060,60250,FOUQUENIES
060,60251,FOUQUEROLLES
060,60252,FOURNIVAL
060,60253,FRANCASTEL
060,60254,FRANCIERES
060,60255,FRENICHES
060,60256,MONTCHEVREUIL
060,60257,FRESNE-LEGUILLON
060,60258,FRESNIERES
060,60259,FRESNOY-EN-THELLE
060,60260,FRESNOY-LA-RIVIERE
060,60261,FRESNOY-LE-LUAT
060,60262,FRESTOY-VAUX (LE)
060,60263,FRETOY-LE-CHATEAU
060,60264,FROCOURT
060,60265,FROISSY
060,60267,GALLET (LE)
060,60268,GANNES
060,60269,GAUDECHART
060,60270,GENVRY
060,60271,GERBEROY
060,60272,GILOCOURT
060,60273,GIRAUMONT
060,60274,GLAIGNES
060,60275,GLATIGNY
060,60276,GODENVILLERS
060,60277,GOINCOURT
060,60278,GOLANCOURT
060,60279,GONDREVILLE
060,60280,GOURCHELLES
060,60281,GOURNAY-SUR-ARONDE
060,60282,GOUVIEUX
060,60283,GOUY-LES-GROSEILLERS
