cddept,inseecommuneprinc,nomcommuneprinc
004,04001,AIGLUN
004,04004,ALLEMAGNE-EN-PROVENCE
004,04005,ALLONS
004,04006,ALLOS
004,04007,ANGLES
004,04008,ANNOT
004,04009,ARCHAIL
004,04012,AUBENAS-LES-ALPES
004,04013,AUBIGNOSC
004,04016,AUTHON
004,04017,AUZET
004,04018,BANON
004,04019,BARCELONNETTE
004,04020,BARLES
004,04021,BARRAS
004,04022,BARREME
004,04023,BAYONS
004,04024,BEAUJEU
004,04025,BEAUVEZER
004,04026,BELLAFFAIRE
004,04027,BEVONS
004,04028,BEYNES
004,04030,BLIEUX
004,04031,BRAS-D'ASSE
004,04032,BRAUX
004,04033,UBAYE-SERRE-PONCON
004,04034,BRILLANNE (LA)
004,04035,BRUNET
004,04036,BRUSQUET (LE)
004,04037,CAIRE (LE)
004,04039,CASTELLANE
004,04040,CASTELLARD-MELAN (LE)
004,04041,CASTELLET (LE)
004,04042,CASTELLET-LES-SAUSSES
004,04043,VAL-DE-CHALVAGNE
004,04045,CERESTE-EN-LUBERON
004,04046,CHAFFAUT-SAINT-JURSON (LE)
004,04047,CHAMPTERCIER
004,04049,CHATEAU-ARNOUX-SAINT-AUBAN
004,04050,CHATEAUFORT
004,04051,CHATEAUNEUF-MIRAVAIL
004,04053,CHATEAUNEUF-VAL-SAINT-DONAT
004,04054,CHATEAUREDON
004,04055,CHAUDON-NORANTE
004,04057,CLAMENSANE
004,04058,CLARET
004,04059,CLUMANC
004,04061,COLMARS
004,04062,CONDAMINE-CHATELARD (LA)
004,04063,CORBIERES
004,04065,CRUIS
004,04066,CURBANS
004,04067,CUREL
004,04068,DAUPHIN
004,04069,DEMANDOLX
004,04070,DIGNE-LES-BAINS
004,04072,DRAIX
004,04073,ENCHASTRAYES
004,04074,ENTRAGES
004,04075,ENTREPIERRES
004,04076,ENTREVAUX
004,04077,ENTREVENNES
004,04079,ESCALE (L')
004,04081,ESPARRON-DE-VERDON
004,04084,ESTOUBLON
004,04085,FAUCON-DU-CAIRE
004,04086,FAUCON-DE-BARCELONNETTE
004,04087,FONTIENNE
004,04088,FORCALQUIER
004,04090,FUGERET (LE)
004,04091,GANAGOBIE
004,04092,GARDE (LA)
004,04093,GIGORS
004,04094,GREOUX-LES-BAINS
004,04095,HOSPITALET (L')
004,04096,JAUSIERS
004,04097,JAVIE (LA)
004,04099,LAMBRUISSE
004,04101,LARDIERS
004,04102,LAUZET-UBAYE (LE)
004,04104,LIMANS
004,04106,LURS
004,04107,MAJASTRES
004,04108,MALIJAI
004,04109,MALLEFOUGASSE-AUGES
004,04110,MALLEMOISSON
004,04111,MANE
004,04112,MANOSQUE
004,04113,MARCOUX
004,04115,MEAILLES
004,04116,MEES (LES)
004,04118,MELVE
004,04120,VAL D'ORONAYE 
004,04121,MEZEL
004,04122,MIRABEAU
004,04123,MISON
004,04124,MONTAGNAC-MONTPEZAT
004,04126,MONTCLAR
004,04127,MONTFORT
004,04128,MONTFURON
004,04129,MONTJUSTIN
004,04130,MONTLAUX
004,04132,MONTSALIER
004,04133,MORIEZ
004,04134,MOTTE-DU-CAIRE (LA)
004,04135,MOUSTIERS-SAINTE-MARIE
004,04136,MURE-ARGENS (LA)
004,04137,NIBLES
004,04138,NIOZELLES
004,04139,NOYERS-SUR-JABRON
004,04140,OMERGUES (LES)
004,04141,ONGLES
004,04142,OPPEDETTE
004,04143,ORAISON
004,04144,PALUD-SUR-VERDON (LA)
004,04145,PEIPIN
004,04148,PEYROULES
004,04149,PEYRUIS
004,04150,PIEGUT
004,04151,PIERRERUE
004,04152,PIERREVERT
004,04154,PONTIS
004,04155,PRADS-HAUTE-BLEONE
004,04156,PUIMICHEL
004,04157,PUIMOISSON
004,04158,QUINSON
004,04159,REDORTIERS
004,04160,REILLANNE
004,04161,MEOLANS-REVEL
004,04162,REVEST-DES-BROUSSES
004,04163,REVEST-DU-BION
004,04164,REVEST-SAINT-MARTIN
004,04166,RIEZ
004,04167,ROBINE-SUR-GALABRE (LA)
004,04169,ROCHEGIRON (LA)
004,04170,ROCHETTE (LA)
004,04171,ROUGON
004,04172,ROUMOULES
004,04173,SAINT-ANDRE-LES-ALPES
004,04174,SAINT-BENOIT
004,04175,SAINTE-CROIX-A-LAUZE
004,04176,SAINTE-CROIX-DU-VERDON
004,04177,HAUTES-DUYES
004,04178,SAINT-ETIENNE-LES-ORGUES
004,04179,SAINT-GENIEZ
004,04180,SAINT-JACQUES
004,04181,SAINT-JEANNET
004,04182,SAINT-JULIEN-D'ASSE
004,04183,SAINT-JULIEN-DU-VERDON
